drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,5,tensor([1]),PAIR_0,-0.4157545864582062,-1.2861371040344238,0.6166925583666948,0.051744345252189954,0.019833992597607396,300.3620000000002,0.0660336280808071
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,5,tensor([1]),PAIR_1,-2.5325281620025635,-1.4581934213638306,0.9980639847485246,0.03481822108843071,6.740860705644265e-05,463.79600000000016,0.00014534107033360057
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,5,tensor([1]),PAIR_2,-0.7886033654212952,-1.8292146921157837,0.838134732435978,0.014817853880958486,0.0023984958831659267,323.371,0.0074171644432120595
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,5,tensor([1]),PAIR_3,-1.9346086978912354,-0.3445000648498535,0.9893644088282434,0.4523763947826081,0.004811290390660989,434.92600000000016,0.011062319545534154
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5,tensor([1]),PAIR_4,-0.4868767559528351,-2.203036308288574,0.6747455655339835,0.006265614801107971,0.0020379189987162756,335.8790000000001,0.006067420108778087
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,5,tensor([1]),PAIR_5,-1.5037027597427368,-2.178502082824707,0.969615305857339,0.0066297616810815484,0.00020144328091839677,427.5640000000002,0.00047114181951332825
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,5,tensor([1]),PAIR_6,-0.9943474531173706,-1.1911616325378418,0.8995895355259452,0.0643929567925509,0.006465726700397776,367.4090000000001,0.01759817179328153
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,5,tensor([1]),PAIR_7,-0.936211884021759,-1.7268617153167725,0.885063848989019,0.01875591624347349,0.00215573282170918,378.4320000000002,0.005696486612414327
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,5,tensor([1]),PAIR_8,-0.8346264958381653,-0.8478782176971436,0.8545109885436043,0.1419455501245315,0.020651517768252352,422.5250000000002,0.048876439898828096
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,5,tensor([1]),PAIR_9,-1.48812735080719,-1.1591912508010864,0.9684692708669459,0.06931205084590923,0.0021854595008788374,337.38300000000004,0.006477681154293005
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,5,tensor([1]),PAIR_10,-1.4097129106521606,-0.8246475458145142,0.9620317910514359,0.14974504276104067,0.005685551072562861,435.2270000000001,0.013063415350065275
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,5,tensor([1]),PAIR_11,-1.2688779830932617,-1.4170145988464355,0.9471050017038875,0.03828118748463738,0.0020248833467730594,584.3950000000003,0.0034649224356352436
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,5,tensor([1]),PAIR_12,-1.2667596340179443,-0.9782289266586304,0.9468414721359584,0.10514075065298026,0.005589127523232704,420.56000000000034,0.013289726848089926
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,5,tensor([1]),PAIR_13,-1.7332385778427124,-1.3523359298706055,0.9824999698694268,0.044428747500145,0.0007775044199161671,379.3380000000001,0.0020496349427586136
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,5,tensor([1]),PAIR_14,-1.5466102361679077,-0.426869660615921,0.9725678968674466,0.3742228822649173,0.010265720700852599,402.47600000000017,0.02550641703071138
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,5,tensor([1]),PAIR_15,-0.7442044615745544,-1.305660367012024,0.8206036939332967,0.04946974058729693,0.008874688723439135,482.61000000000035,0.018388944952319946
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,5,tensor([1]),PAIR_16,-1.7238273620605469,-1.3591219186782837,0.9820946746704785,0.043739929763389376,0.0007831776723039068,401.2950000000001,0.0019516257922573333
inavolisib,hyperglycemia and rash,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,5,tensor([1]),PAIR_17,-0.3824685215950012,-1.1268976926803589,0.5860794523556935,0.07466246210345497,0.03090432720233436,407.37700000000007,0.07586173790453157
alpelisib,hyperglycemia and rash,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,5,tensor([1]),PAIR_18,-0.8318260908126831,-1.2535772323608398,0.8535633439093527,0.05577284102013473,0.008167188339663815,441.4790000000001,0.01849960777220165
Duvelisib,"common severe side effects include neutropenia (30%), diarrhea (15%), anemia (13%), and colitis (12%)",C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,5,tensor([1]),PAIR_19,-1.2441543340682983,-0.5980290174484253,0.9439477787261167,0.252331217138154,0.014143725217336105,416.8720000000002,0.03392822069444841
Idelalisib,has a higher rate of severe or potentially fatal liver toxicity,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,5,tensor([1]),PAIR_20,-1.4180080890655518,-1.0031076669692993,0.9627690533630324,0.09928698731952904,0.003696548526638662,415.43200000000013,0.008898083264261445
Leniolisib,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,5,tensor([1]),PAIR_21,-1.0992275476455688,-0.6155343651771545,0.9213471157431182,0.2423626178469873,0.01906251892971396,450.4650000000002,0.04231742517113195
Copanlisib,increase blood pressure,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,5,tensor([1]),PAIR_22,-0.6942351460456848,-1.7700166702270508,0.798606193792768,0.01698178467281816,0.0034200262514504833,480.5290000000002,0.007117210930974991
Buparlisib,,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,5,tensor([1]),PAIR_23,-0.6649258732795715,-1.386675238609314,0.7844757062368685,0.041051096453490095,0.008847508571340647,410.4000000000002,0.021558256752779347
GDC-0941,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,5,tensor([1]),PAIR_24,-1.1797535419464111,-1.506815791130066,0.9348279788025772,0.031130364720734043,0.0020288287894631826,513.6490000000003,0.003949834983545537
pilaralisib,,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,5,tensor([1]),PAIR_25,-1.7170228958129883,-1.6371257305145264,0.9817961202005082,0.023060794700529613,0.0004197959348091982,541.0330000000002,0.0007759155815064849
RLY-2608,without hyperglycemia,N#Cc1c(-c2cc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c3c(c2)C(=O)N[C@H]3c2cc(F)ccc2Cl)ccc2ncnn12,5,tensor([1]),PAIR_26,-2.208571195602417,-1.7051929235458374,0.9948085394864999,0.019715467353891823,0.00010235207027292885,608.914,0.0001680895336171099
NVL-520,Off-target side effects,CCn1ncc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)nc1C2,5,tensor([1]),PAIR_27,-1.5367498397827148,-1.586753487586975,0.9719149559812036,0.02589682442740917,0.0007273134539908287,419.4640000000001,0.0017339115013227083
Fenebrutinib,,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,5,tensor([1]),PAIR_28,-1.3295764923095703,-1.6682649850845337,0.9541349868347111,0.021465203735714547,0.0009845018519341563,664.8110000000003,0.0014808747928872353
