drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,75,tensor([15]),PAIR_0,-0.41575464606285095,-0.27479469776153564,0.6166926111110135,0.5311354663714545,0.2035881487611763,300.3620000000002,0.6778092726815516
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,75,tensor([15]),PAIR_1,-2.5325279235839844,-0.4431246221065521,0.9980639831361637,0.36047518874052736,0.0006978860443962215,463.79600000000016,0.0015047263115598696
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,75,tensor([15]),PAIR_2,-0.7886034250259399,-0.8970298171043396,0.8381347547885195,0.12675648364065686,0.02051746930663994,323.371,0.0634486991926918
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,75,tensor([15]),PAIR_3,-1.9346089363098145,0.7147716283798218,0.9893644152164872,5.185273021916095,0.055148410850250185,434.92600000000016,0.126799526471745
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,75,tensor([15]),PAIR_4,-0.48687684535980225,-1.229780673980713,0.6747456326992531,0.05891411064099467,0.019162071781622922,335.8790000000001,0.05705052051966011
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,75,tensor([15]),PAIR_5,-1.5037022829055786,-1.1911801099777222,0.9696152713971409,0.06439021719597096,0.00195647927417873,427.5640000000002,0.004575874662456917
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,75,tensor([15]),PAIR_6,-0.9943470358848572,-0.167377769947052,0.8995894380985481,0.6801774506761147,0.06829700001508578,367.4090000000001,0.18588820637242354
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,75,tensor([15]),PAIR_7,-0.9362117648124695,-0.8272860050201416,0.8850638171654799,0.1488380580527956,0.017106878253091033,378.4320000000002,0.04520462924142521
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,75,tensor([15]),PAIR_8,-0.8346261978149414,0.21462270617485046,0.854510888018632,1.6391651278886725,0.23848067884734855,422.5250000000002,0.5644179133716312
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,75,tensor([15]),PAIR_9,-1.4881271123886108,-0.12634523212909698,0.9684692530077023,0.747574997182366,0.023571598093924877,337.38300000000004,0.06986599234082594
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,75,tensor([15]),PAIR_10,-1.409712314605713,0.235630065202713,0.9620317375681979,1.7204025008948904,0.06532069364230579,435.2270000000001,0.15008419432228648
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,75,tensor([15]),PAIR_11,-1.2688779830932617,-0.3898662030696869,0.9471050017038875,0.4075058023729979,0.0215550187221757,584.3950000000003,0.03688433118383232
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,75,tensor([15]),PAIR_12,-1.266760230064392,0.059015192091464996,0.9468415464670263,1.1455530134300824,0.060895826633980986,420.56000000000034,0.14479700074657822
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,75,tensor([15]),PAIR_13,-1.7332385778427124,-0.34565427899360657,0.9824999698694268,0.45117572097574093,0.007895588711258561,379.3380000000001,0.020814125427082338
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,75,tensor([15]),PAIR_14,-1.5466102361679077,0.6305814981460571,0.9725678968674466,4.271510695590654,0.11717652193324772,402.47600000000017,0.2911391534731205
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,75,tensor([15]),PAIR_15,-0.7442042231559753,-0.3230147063732147,0.8206035948989243,0.475319130092709,0.08527054321440251,482.61000000000035,0.17668623363461686
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,75,tensor([15]),PAIR_16,-1.7238272428512573,-0.38636353611946106,0.9820946694808891,0.4108057028401944,0.0073556118884893435,401.2950000000001,0.018329687358400536
inavolisib,hyperglycemia and rash,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,75,tensor([15]),PAIR_17,-0.382468581199646,-0.10024130344390869,0.5860795093015007,0.7938870112979619,0.3286061012756175,407.37700000000007,0.8066388168100247
alpelisib,hyperglycemia and rash,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,75,tensor([15]),PAIR_18,-0.8318266272544861,-0.2306658774614334,0.8535635260246616,0.5879415087743088,0.08609608144865029,441.4790000000001,0.19501738802672441
Duvelisib,"common severe side effects include neutropenia (30%), diarrhea (15%), anemia (13%), and colitis (12%)",C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,75,tensor([15]),PAIR_19,-1.244154930114746,0.46088907122612,0.9439478570286247,2.889941630695305,0.16198742146266268,416.8720000000002,0.38857832011423793
Idelalisib,has a higher rate of severe or potentially fatal liver toxicity,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,75,tensor([15]),PAIR_20,-1.4180082082748413,0.03289826214313507,0.9627690638573005,1.0786939976951262,0.04016078734570044,415.43200000000013,0.09667234913463676
Leniolisib,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,75,tensor([15]),PAIR_21,-1.0992274284362793,0.4422313868999481,0.9213470938789575,2.768416231576351,0.21774398196614494,450.4650000000002,0.4833760269191721
Copanlisib,increase blood pressure,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,75,tensor([15]),PAIR_22,-0.6942349076271057,-0.8745817542076111,0.7986060826822252,0.1334806293938462,0.0268821868396688,480.5290000000002,0.055942902175870314
Buparlisib,,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,75,tensor([15]),PAIR_23,-0.6649258732795715,-0.3970019519329071,0.7844757062368685,0.4008649159392508,0.08639612790222412,410.4000000000002,0.2105168808533725
GDC-0941,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,75,tensor([15]),PAIR_24,-1.1797535419464111,-0.53117835521698,0.9348279788025772,0.29432126726868546,0.019181511869287116,513.6490000000003,0.03734361766359343
pilaralisib,,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,75,tensor([15]),PAIR_25,-1.717023253440857,-0.6587682962417603,0.981796136015118,0.21939751475567107,0.003993882517233389,541.0330000000002,0.007381957324661134
RLY-2608,without hyperglycemia,N#Cc1c(-c2cc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c3c(c2)C(=O)N[C@H]3c2cc(F)ccc2Cl)ccc2ncnn12,75,tensor([15]),PAIR_26,-2.208571672439575,-0.7450338006019592,0.9948085462855596,0.17987309166801196,0.0009338028298677808,608.914,0.0015335545411466656
NVL-520,Off-target side effects,CCn1ncc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)nc1C2,75,tensor([15]),PAIR_27,-1.5367491245269775,-0.664497435092926,0.9719149080782745,0.21652226668950766,0.006081047763075182,419.4640000000001,0.014497186321293796
Fenebrutinib,,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,75,tensor([15]),PAIR_28,-1.3295764923095703,-0.6686681509017944,0.9541349868347111,0.21445286326820823,0.009835883397130272,664.8110000000003,0.014795006997673424
AZD4747,,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,75,tensor([15]),PAIR_29,-2.5066146850585938,-0.8665664196014404,0.9978834050645484,0.13596702037941114,0.00028778710672350293,440.9020000000002,0.0006527235229676953
LY3499446,clinical trial was discontinued due to toxicity,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4ccc(F)c5sc(N)nc45)c(Cl)cc23)CC1,75,tensor([15]),PAIR_30,-1.9147119522094727,-0.04751259833574295,0.9888188897987343,0.8963701830031428,0.01002241379728681,486.93500000000023,0.020582652299150413
JDQ443,,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,75,tensor([15]),PAIR_31,-2.0499727725982666,-0.44669926166534424,0.9920790108564045,0.3575203265570841,0.002831914625273386,526.0440000000002,0.005383417784963587
ERAS-5024,"pseudo-allergic reactions,In vivo toxicologic",N#Cc1c(N)sc2c(F)ccc(-c3c(C(F)(F)F)cc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,75,tensor([15]),PAIR_32,-1.6962460279464722,-1.0907024145126343,0.980855017041334,0.08115169316957704,0.001553647782798441,673.687,0.0023061863785384623
MRTX-1133,,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,75,tensor([15]),PAIR_33,-1.9122661352157593,-1.0180753469467163,0.9887500902342826,0.09592341968939824,0.0010791298159247681,600.6450000000003,0.0017966183285048033
RMC-9805,,CO[C@@H](C)c1ncc(N2CCN(C3CC3)CC2)cc1-c1c2c3cc(ccc3n1CC(F)(F)F)N1CCO[C@@H](C[C@H](NC(=O)[C@H](C3CCCC3)N3CC[C@]4(CCN(C(=O)[C@H]5[C@@H](C6CC6)N5C)C4)C3)C(=O)N3CCC[C@H](N3)C(=O)OCC(C)(C)C2)C1,75,tensor([15]),PAIR_34,-1.9231692552566528,-1.0946986675262451,0.9890538251396014,0.08040838371539534,0.000880164228390746,1168.4609999999989,0.0007532679553624356
