drug_name,toxtype,smiles,dose,dose_label,ID,predicted_activity_ppb,predicted_activity_cmax,ppb,cmax(ug/ml),cmax_free(ug/ml),molecular_weight,cmax_free(uM)
BIA 10-2474,Nervous system disorders,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,250,tensor([35]),PAIR_0,-0.41575443744659424,0.22337472438812256,0.6166924265058659,1.6725331116590536,0.6410946086186255,300.3620000000002,2.134406511538161
Acomplia,Nervous system disorders,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,250,tensor([35]),PAIR_1,-2.5325281620025635,0.06045721471309662,0.9980639847485246,1.1493630063182092,0.002225184309713616,463.79600000000016,0.004797765202187202
Rubraca,,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,250,tensor([35]),PAIR_2,-0.7886033654212952,-0.4042826294898987,0.838134732435978,0.3942006812742322,0.06380739874837334,323.371,0.197319483653059
lanifibranor,Hepatobiliary disorders,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,250,tensor([35]),PAIR_3,-1.934609055519104,1.2015241384506226,0.9893644184106077,15.904650807455816,0.16915521131348984,434.92600000000016,0.3889287173300511
hydroxychloroquine,Cardiac disorders,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,250,tensor([35]),PAIR_4,-0.48687678575515747,-0.7289588451385498,0.6747455879224082,0.1866556562151922,0.060710575723229424,335.8790000000001,0.180751329268068
Nuplazid,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,250,tensor([35]),PAIR_5,-1.503702998161316,-0.6887208223342896,0.9696153230874238,0.20477605763262427,0.006222054350598368,427.5640000000002,0.014552334505707603
Atabecestat,Hepatobiliary disorders,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,250,tensor([35]),PAIR_6,-0.9943471550941467,0.33215710520744324,0.8995894659349568,2.148607588293653,0.21574283543677014,367.4090000000001,0.5872007366089836
Finerenone,Renal and urinary disorders;Cardiac disorders;Vascular disorders,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,250,tensor([35]),PAIR_7,-0.9362115263938904,-0.34704089164733887,0.8850637535183755,0.4497375071911514,0.05169114097855354,378.4320000000002,0.1365929439861151
Iptacopan,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,250,tensor([35]),PAIR_8,-0.8346263766288757,0.714133620262146,0.8545109483336237,5.1776610959343605,0.7532930026973805,422.5250000000002,1.7828365249331524
Aficamten,,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,250,tensor([35]),PAIR_9,-1.4881278276443481,0.37482619285583496,0.968469306585404,2.3704248581746064,0.07474113946544077,337.38300000000004,0.2215320258146995
Resmetirom,,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,250,tensor([35]),PAIR_10,-1.4097131490707397,0.7344039678573608,0.9620318124447105,5.425052781153273,0.2059794214921725,435.2270000000001,0.4732689412471479
BAY2413555,,C[C@H](NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3C[C@@H](O)[C@H](O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,250,tensor([35]),PAIR_11,-1.2688778638839722,0.11079864948987961,0.9471049869099978,1.2906207686567472,0.06826740245232737,584.3950000000003,0.11681722542514453
NVP-DFV890,,CC(C)(O)c1ncc([S@](N)(=O)=NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,250,tensor([35]),PAIR_12,-1.266759991645813,0.5574066042900085,0.9468415167346114,3.609163896040661,0.19185767856972233,420.56000000000034,0.45619573561375826
AZD4144,,OC[C@@H](O)CNc1nnc(-c2ccc(C(F)(F)F)cc2O)c2ccccc12,250,tensor([35]),PAIR_13,-1.7332385778427124,0.15454357862472534,0.9824999698694268,1.4273930525819305,0.024979421428354666,379.3380000000001,0.06585003724476499
JT001,Renal and urinary disorders,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,250,tensor([35]),PAIR_14,-1.5466103553771973,1.1184355020523071,0.972567904672035,13.135164075083681,0.36032507305615646,402.47600000000017,0.895270955426302
sovleplenib,,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,250,tensor([35]),PAIR_15,-0.7442042827606201,0.17027178406715393,0.8206036196575225,1.4800343126800195,0.26551279847746206,482.61000000000035,0.5501601675834771
STX-478,Off-target side effects hyperglycemia and rash,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,250,tensor([35]),PAIR_16,-1.7238272428512573,0.10251016914844513,0.9820946694808891,1.2662229161907788,0.022672139825268375,401.2950000000001,0.0564974391040715
inavolisib,hyperglycemia and rash,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,250,tensor([35]),PAIR_17,-0.3824688792228699,0.39820489287376404,0.5860797940304193,2.501525261130804,1.0354318513253715,407.37700000000007,2.5417042477247644
alpelisib,hyperglycemia and rash,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,250,tensor([35]),PAIR_18,-0.8318261504173279,0.26860275864601135,0.8535633641443982,1.856105931682755,0.2718019084272502,441.4790000000001,0.6156621457130468
Duvelisib,"common severe side effects include neutropenia (30%), diarrhea (15%), anemia (13%), and colitis (12%)",C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,250,tensor([35]),PAIR_19,-1.2441543340682983,0.9501856565475464,0.9439477787261167,8.91632020444851,0.49977955304854443,416.8720000000002,1.1988801191937675
Idelalisib,has a higher rate of severe or potentially fatal liver toxicity,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,250,tensor([35]),PAIR_20,-1.4180078506469727,0.5276129245758057,0.9627690323744879,3.369868271414464,0.1254634565152725,415.43200000000013,0.3020072033817146
Leniolisib,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,250,tensor([35]),PAIR_21,-1.0992273092269897,0.9356239438056946,0.9213470720147907,8.622316168763074,0.6781704126874277,450.4650000000002,1.505489688849139
Copanlisib,increase blood pressure,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,250,tensor([35]),PAIR_22,-0.6942347884178162,-0.3949395418167114,0.7986060271269309,0.40277310051114606,0.0811160748783437,480.5290000000002,0.16880578462141446
Buparlisib,,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,250,tensor([35]),PAIR_23,-0.6649262309074402,0.10329186171293259,0.7844758845385762,1.2685040604123365,0.27339321557959334,410.4000000000002,0.6661628059931609
GDC-0941,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,250,tensor([35]),PAIR_24,-1.1797534227371216,-0.037318356335163116,0.9348279606387727,0.9176596662871983,0.059805751891479984,513.6490000000003,0.11643311267320669
pilaralisib,,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,250,tensor([35]),PAIR_25,-1.7170226573944092,-0.16761639714241028,0.9817961096574278,0.679803823422562,0.012375074256045629,541.0330000000002,0.022873048882500004
